obcina,regija,leto,spol,izobrazba,stevilo,prebivalci,odstotek
Miklavž na Dravskem polju,Podravska,2018,Ženske, Visokošolska 2. stopnje ipd.,293,3314,8.84
Miklavž na Dravskem polju,Podravska,2018,Ženske, Visokošolska 3. stopnje ipd.,43,3314,1.3
Miklavž na Dravskem polju,Podravska,2019,Moški, Osnovnošolska ali manj - Skupaj,361,3434,10.51
Miklavž na Dravskem polju,Podravska,2019,Moški, Srednješolska - Skupaj,2022,3434,58.88
Miklavž na Dravskem polju,Podravska,2019,Moški," Višješolska, visokošolska - Skupaj",509,3434,14.82
Miklavž na Dravskem polju,Podravska,2019,Moški, Visokošolska 1. stopnje ipd.,271,3434,7.89
Miklavž na Dravskem polju,Podravska,2019,Moški, Visokošolska 2. stopnje ipd.,186,3434,5.42
Miklavž na Dravskem polju,Podravska,2019,Moški, Visokošolska 3. stopnje ipd.,52,3434,1.51
Miklavž na Dravskem polju,Podravska,2019,Ženske, Osnovnošolska ali manj - Skupaj,642,3351,19.16
Miklavž na Dravskem polju,Podravska,2019,Ženske, Srednješolska - Skupaj,1460,3351,43.57
Miklavž na Dravskem polju,Podravska,2019,Ženske," Višješolska, visokošolska - Skupaj",749,3351,22.35
Miklavž na Dravskem polju,Podravska,2019,Ženske, Visokošolska 1. stopnje ipd.,389,3351,11.61
Miklavž na Dravskem polju,Podravska,2019,Ženske, Visokošolska 2. stopnje ipd.,314,3351,9.37
Miklavž na Dravskem polju,Podravska,2019,Ženske, Visokošolska 3. stopnje ipd.,46,3351,1.37
Miklavž na Dravskem polju,Podravska,2020,Moški, Osnovnošolska ali manj - Skupaj,376,3579,10.51
Miklavž na Dravskem polju,Podravska,2020,Moški, Srednješolska - Skupaj,2156,3579,60.24
Miklavž na Dravskem polju,Podravska,2020,Moški," Višješolska, visokošolska - Skupaj",526,3579,14.7
Miklavž na Dravskem polju,Podravska,2020,Moški, Visokošolska 1. stopnje ipd.,273,3579,7.63
Miklavž na Dravskem polju,Podravska,2020,Moški, Visokošolska 2. stopnje ipd.,199,3579,5.56
Miklavž na Dravskem polju,Podravska,2020,Moški, Visokošolska 3. stopnje ipd.,54,3579,1.51
Miklavž na Dravskem polju,Podravska,2020,Ženske, Osnovnošolska ali manj - Skupaj,647,3375,19.17
Miklavž na Dravskem polju,Podravska,2020,Ženske, Srednješolska - Skupaj,1458,3375,43.2
Miklavž na Dravskem polju,Podravska,2020,Ženske," Višješolska, visokošolska - Skupaj",756,3375,22.4
Miklavž na Dravskem polju,Podravska,2020,Ženske, Visokošolska 1. stopnje ipd.,386,3375,11.44
Miklavž na Dravskem polju,Podravska,2020,Ženske, Visokošolska 2. stopnje ipd.,322,3375,9.54
Miklavž na Dravskem polju,Podravska,2020,Ženske, Visokošolska 3. stopnje ipd.,48,3375,1.42
Miren - Kostanjevica,Goriška,2012,Moški, Osnovnošolska ali manj - Skupaj,447,2413,18.52
Miren - Kostanjevica,Goriška,2012,Moški, Srednješolska - Skupaj,1330,2413,55.12
Miren - Kostanjevica,Goriška,2012,Moški," Višješolska, visokošolska - Skupaj",289,2413,11.98
Miren - Kostanjevica,Goriška,2012,Moški, Visokošolska 1. stopnje ipd.,140,2413,5.8
Miren - Kostanjevica,Goriška,2012,Moški, Visokošolska 2. stopnje ipd.,133,2413,5.51
Miren - Kostanjevica,Goriška,2012,Moški, Visokošolska 3. stopnje ipd.,16,2413,0.66
Miren - Kostanjevica,Goriška,2012,Ženske, Osnovnošolska ali manj - Skupaj,776,2413,32.16
Miren - Kostanjevica,Goriška,2012,Ženske, Srednješolska - Skupaj,956,2413,39.62
Miren - Kostanjevica,Goriška,2012,Ženske," Višješolska, visokošolska - Skupaj",405,2413,16.78
Miren - Kostanjevica,Goriška,2012,Ženske, Visokošolska 1. stopnje ipd.,201,2413,8.33
Miren - Kostanjevica,Goriška,2012,Ženske, Visokošolska 2. stopnje ipd.,189,2413,7.83
Miren - Kostanjevica,Goriška,2012,Ženske, Visokošolska 3. stopnje ipd.,15,2413,0.62
Miren - Kostanjevica,Goriška,2013,Moški, Osnovnošolska ali manj - Skupaj,430,2419,17.78
Miren - Kostanjevica,Goriška,2013,Moški, Srednješolska - Skupaj,1342,2419,55.48
Miren - Kostanjevica,Goriška,2013,Moški," Višješolska, visokošolska - Skupaj",305,2419,12.61
Miren - Kostanjevica,Goriška,2013,Moški, Visokošolska 1. stopnje ipd.,143,2419,5.91
Miren - Kostanjevica,Goriška,2013,Moški, Visokošolska 2. stopnje ipd.,142,2419,5.87
Miren - Kostanjevica,Goriška,2013,Moški, Visokošolska 3. stopnje ipd.,20,2419,0.83
Miren - Kostanjevica,Goriška,2013,Ženske, Osnovnošolska ali manj - Skupaj,749,2425,30.89
Miren - Kostanjevica,Goriška,2013,Ženske, Srednješolska - Skupaj,931,2425,38.39
Miren - Kostanjevica,Goriška,2013,Ženske," Višješolska, visokošolska - Skupaj",423,2425,17.44
Miren - Kostanjevica,Goriška,2013,Ženske, Visokošolska 1. stopnje ipd.,214,2425,8.82
Miren - Kostanjevica,Goriška,2013,Ženske, Visokošolska 2. stopnje ipd.,191,2425,7.88
Miren - Kostanjevica,Goriška,2013,Ženske, Visokošolska 3. stopnje ipd.,18,2425,0.74
Miren - Kostanjevica,Goriška,2014,Moški, Osnovnošolska ali manj - Skupaj,432,2421,17.84
Miren - Kostanjevica,Goriška,2014,Moški, Srednješolska - Skupaj,1321,2421,54.56
Miren - Kostanjevica,Goriška,2014,Moški," Višješolska, visokošolska - Skupaj",320,2421,13.22
Miren - Kostanjevica,Goriška,2014,Moški, Visokošolska 1. stopnje ipd.,155,2421,6.4
Miren - Kostanjevica,Goriška,2014,Moški, Visokošolska 2. stopnje ipd.,141,2421,5.82
Miren - Kostanjevica,Goriška,2014,Moški, Visokošolska 3. stopnje ipd.,24,2421,0.99
Miren - Kostanjevica,Goriška,2014,Ženske, Osnovnošolska ali manj - Skupaj,728,2416,30.13
Miren - Kostanjevica,Goriška,2014,Ženske, Srednješolska - Skupaj,919,2416,38.04
Miren - Kostanjevica,Goriška,2014,Ženske," Višješolska, visokošolska - Skupaj",451,2416,18.67
Miren - Kostanjevica,Goriška,2014,Ženske, Visokošolska 1. stopnje ipd.,225,2416,9.31
Miren - Kostanjevica,Goriška,2014,Ženske, Visokošolska 2. stopnje ipd.,205,2416,8.49
Miren - Kostanjevica,Goriška,2014,Ženske, Visokošolska 3. stopnje ipd.,21,2416,0.87
Miren - Kostanjevica,Goriška,2015,Moški, Osnovnošolska ali manj - Skupaj,421,2422,17.38
Miren - Kostanjevica,Goriška,2015,Moški, Srednješolska - Skupaj,1327,2422,54.79
Miren - Kostanjevica,Goriška,2015,Moški," Višješolska, visokošolska - Skupaj",332,2422,13.71
Miren - Kostanjevica,Goriška,2015,Moški, Visokošolska 1. stopnje ipd.,158,2422,6.52
Miren - Kostanjevica,Goriška,2015,Moški, Visokošolska 2. stopnje ipd.,151,2422,6.23
Miren - Kostanjevica,Goriška,2015,Moški, Visokošolska 3. stopnje ipd.,23,2422,0.95
Miren - Kostanjevica,Goriška,2015,Ženske, Osnovnošolska ali manj - Skupaj,712,2406,29.59
Miren - Kostanjevica,Goriška,2015,Ženske, Srednješolska - Skupaj,891,2406,37.03
Miren - Kostanjevica,Goriška,2015,Ženske," Višješolska, visokošolska - Skupaj",476,2406,19.78
Miren - Kostanjevica,Goriška,2015,Ženske, Visokošolska 1. stopnje ipd.,244,2406,10.14
Miren - Kostanjevica,Goriška,2015,Ženske, Visokošolska 2. stopnje ipd.,213,2406,8.85
Miren - Kostanjevica,Goriška,2015,Ženske, Visokošolska 3. stopnje ipd.,19,2406,0.79
Miren - Kostanjevica,Goriška,2016,Moški, Osnovnošolska ali manj - Skupaj,409,2424,16.87
Miren - Kostanjevica,Goriška,2016,Moški, Srednješolska - Skupaj,1318,2424,54.37
Miren - Kostanjevica,Goriška,2016,Moški," Višješolska, visokošolska - Skupaj",355,2424,14.65
Miren - Kostanjevica,Goriška,2016,Moški, Visokošolska 1. stopnje ipd.,172,2424,7.1
Miren - Kostanjevica,Goriška,2016,Moški, Visokošolska 2. stopnje ipd.,159,2424,6.56
Miren - Kostanjevica,Goriška,2016,Moški, Visokošolska 3. stopnje ipd.,24,2424,0.99
Miren - Kostanjevica,Goriška,2016,Ženske, Osnovnošolska ali manj - Skupaj,691,2398,28.82
Miren - Kostanjevica,Goriška,2016,Ženske, Srednješolska - Skupaj,888,2398,37.03
Miren - Kostanjevica,Goriška,2016,Ženske," Višješolska, visokošolska - Skupaj",493,2398,20.56
Miren - Kostanjevica,Goriška,2016,Ženske, Visokošolska 1. stopnje ipd.,252,2398,10.51
Miren - Kostanjevica,Goriška,2016,Ženske, Visokošolska 2. stopnje ipd.,219,2398,9.13
Miren - Kostanjevica,Goriška,2016,Ženske, Visokošolska 3. stopnje ipd.,22,2398,0.92
Miren - Kostanjevica,Goriška,2017,Moški, Osnovnošolska ali manj - Skupaj,394,2433,16.19
Miren - Kostanjevica,Goriška,2017,Moški, Srednješolska - Skupaj,1315,2433,54.05
Miren - Kostanjevica,Goriška,2017,Moški," Višješolska, visokošolska - Skupaj",380,2433,15.62
Miren - Kostanjevica,Goriška,2017,Moški, Visokošolska 1. stopnje ipd.,194,2433,7.97
Miren - Kostanjevica,Goriška,2017,Moški, Visokošolska 2. stopnje ipd.,166,2433,6.82
Miren - Kostanjevica,Goriška,2017,Moški, Visokošolska 3. stopnje ipd.,20,2433,0.82
Miren - Kostanjevica,Goriška,2017,Ženske, Osnovnošolska ali manj - Skupaj,656,2409,27.23
Miren - Kostanjevica,Goriška,2017,Ženske, Srednješolska - Skupaj,880,2409,36.53
Miren - Kostanjevica,Goriška,2017,Ženske," Višješolska, visokošolska - Skupaj",533,2409,22.13
Miren - Kostanjevica,Goriška,2017,Ženske, Visokošolska 1. stopnje ipd.,268,2409,11.12
Miren - Kostanjevica,Goriška,2017,Ženske, Visokošolska 2. stopnje ipd.,235,2409,9.76
Miren - Kostanjevica,Goriška,2017,Ženske, Visokošolska 3. stopnje ipd.,30,2409,1.25
Miren - Kostanjevica,Goriška,2018,Moški, Osnovnošolska ali manj - Skupaj,370,2450,15.1
Miren - Kostanjevica,Goriška,2018,Moški, Srednješolska - Skupaj,1328,2450,54.2
Miren - Kostanjevica,Goriška,2018,Moški," Višješolska, visokošolska - Skupaj",377,2450,15.39
Miren - Kostanjevica,Goriška,2018,Moški, Visokošolska 1. stopnje ipd.,191,2450,7.8
Miren - Kostanjevica,Goriška,2018,Moški, Visokošolska 2. stopnje ipd.,163,2450,6.65
Miren - Kostanjevica,Goriška,2018,Moški, Visokošolska 3. stopnje ipd.,23,2450,0.94
Miren - Kostanjevica,Goriška,2018,Ženske, Osnovnošolska ali manj - Skupaj,660,2421,27.26
Miren - Kostanjevica,Goriška,2018,Ženske, Srednješolska - Skupaj,885,2421,36.56
Miren - Kostanjevica,Goriška,2018,Ženske," Višješolska, visokošolska - Skupaj",537,2421,22.18
Miren - Kostanjevica,Goriška,2018,Ženske, Visokošolska 1. stopnje ipd.,260,2421,10.74
Miren - Kostanjevica,Goriška,2018,Ženske, Visokošolska 2. stopnje ipd.,244,2421,10.08
Miren - Kostanjevica,Goriška,2018,Ženske, Visokošolska 3. stopnje ipd.,33,2421,1.36
Miren - Kostanjevica,Goriška,2019,Moški, Osnovnošolska ali manj - Skupaj,351,2508,14
Miren - Kostanjevica,Goriška,2019,Moški, Srednješolska - Skupaj,1371,2508,54.67
Miren - Kostanjevica,Goriška,2019,Moški," Višješolska, visokošolska - Skupaj",391,2508,15.59
Miren - Kostanjevica,Goriška,2019,Moški, Visokošolska 1. stopnje ipd.,191,2508,7.62
Miren - Kostanjevica,Goriška,2019,Moški, Visokošolska 2. stopnje ipd.,174,2508,6.94
Miren - Kostanjevica,Goriška,2019,Moški, Visokošolska 3. stopnje ipd.,26,2508,1.04
Miren - Kostanjevica,Goriška,2019,Ženske, Osnovnošolska ali manj - Skupaj,635,2454,25.88
Miren - Kostanjevica,Goriška,2019,Ženske, Srednješolska - Skupaj,891,2454,36.31
Miren - Kostanjevica,Goriška,2019,Ženske," Višješolska, visokošolska - Skupaj",559,2454,22.78
Miren - Kostanjevica,Goriška,2019,Ženske, Visokošolska 1. stopnje ipd.,273,2454,11.12
Miren - Kostanjevica,Goriška,2019,Ženske, Visokošolska 2. stopnje ipd.,251,2454,10.23
Miren - Kostanjevica,Goriška,2019,Ženske, Visokošolska 3. stopnje ipd.,35,2454,1.43
Miren - Kostanjevica,Goriška,2020,Moški, Osnovnošolska ali manj - Skupaj,358,2511,14.26
Miren - Kostanjevica,Goriška,2020,Moški, Srednješolska - Skupaj,1365,2511,54.36
Miren - Kostanjevica,Goriška,2020,Moški," Višješolska, visokošolska - Skupaj",389,2511,15.49
Miren - Kostanjevica,Goriška,2020,Moški, Visokošolska 1. stopnje ipd.,189,2511,7.53
Miren - Kostanjevica,Goriška,2020,Moški, Visokošolska 2. stopnje ipd.,172,2511,6.85
Miren - Kostanjevica,Goriška,2020,Moški, Visokošolska 3. stopnje ipd.,28,2511,1.12
Miren - Kostanjevica,Goriška,2020,Ženske, Osnovnošolska ali manj - Skupaj,621,2465,25.19
Miren - Kostanjevica,Goriška,2020,Ženske, Srednješolska - Skupaj,898,2465,36.43
Miren - Kostanjevica,Goriška,2020,Ženske," Višješolska, visokošolska - Skupaj",582,2465,23.61
Miren - Kostanjevica,Goriška,2020,Ženske, Visokošolska 1. stopnje ipd.,287,2465,11.64
Miren - Kostanjevica,Goriška,2020,Ženske, Visokošolska 2. stopnje ipd.,257,2465,10.43
Miren - Kostanjevica,Goriška,2020,Ženske, Visokošolska 3. stopnje ipd.,38,2465,1.54
Mirna,Jugovzhodna Slovenija,2012,Moški, Osnovnošolska ali manj - Skupaj,239,1282,18.64
Mirna,Jugovzhodna Slovenija,2012,Moški, Srednješolska - Skupaj,706,1282,55.07
Mirna,Jugovzhodna Slovenija,2012,Moški," Višješolska, visokošolska - Skupaj",157,1282,12.25
Mirna,Jugovzhodna Slovenija,2012,Moški, Visokošolska 1. stopnje ipd.,89,1282,6.94
Mirna,Jugovzhodna Slovenija,2012,Moški, Visokošolska 2. stopnje ipd.,61,1282,4.76
Mirna,Jugovzhodna Slovenija,2012,Moški, Visokošolska 3. stopnje ipd.,7,1282,0.55
Mirna,Jugovzhodna Slovenija,2012,Ženske, Osnovnošolska ali manj - Skupaj,367,1309,28.04
Mirna,Jugovzhodna Slovenija,2012,Ženske, Srednješolska - Skupaj,535,1309,40.87
Mirna,Jugovzhodna Slovenija,2012,Ženske," Višješolska, visokošolska - Skupaj",222,1309,16.96
Mirna,Jugovzhodna Slovenija,2012,Ženske, Visokošolska 1. stopnje ipd.,114,1309,8.71
Mirna,Jugovzhodna Slovenija,2012,Ženske, Visokošolska 2. stopnje ipd.,99,1309,7.56
Mirna,Jugovzhodna Slovenija,2012,Ženske, Visokošolska 3. stopnje ipd.,9,1309,0.69
Mirna,Jugovzhodna Slovenija,2013,Moški, Osnovnošolska ali manj - Skupaj,235,1276,18.42
Mirna,Jugovzhodna Slovenija,2013,Moški, Srednješolska - Skupaj,690,1276,54.08
Mirna,Jugovzhodna Slovenija,2013,Moški," Višješolska, visokošolska - Skupaj",167,1276,13.09
Mirna,Jugovzhodna Slovenija,2013,Moški, Visokošolska 1. stopnje ipd.,95,1276,7.45
Mirna,Jugovzhodna Slovenija,2013,Moški, Visokošolska 2. stopnje ipd.,65,1276,5.09
Mirna,Jugovzhodna Slovenija,2013,Moški, Visokošolska 3. stopnje ipd.,7,1276,0.55
Mirna,Jugovzhodna Slovenija,2013,Ženske, Osnovnošolska ali manj - Skupaj,345,1301,26.52
Mirna,Jugovzhodna Slovenija,2013,Ženske, Srednješolska - Skupaj,545,1301,41.89
Mirna,Jugovzhodna Slovenija,2013,Ženske," Višješolska, visokošolska - Skupaj",223,1301,17.14
Mirna,Jugovzhodna Slovenija,2013,Ženske, Visokošolska 1. stopnje ipd.,121,1301,9.3
Mirna,Jugovzhodna Slovenija,2013,Ženske, Visokošolska 2. stopnje ipd.,95,1301,7.3
Mirna,Jugovzhodna Slovenija,2013,Ženske, Visokošolska 3. stopnje ipd.,7,1301,0.54
Mirna,Jugovzhodna Slovenija,2014,Moški, Osnovnošolska ali manj - Skupaj,240,1258,19.08
Mirna,Jugovzhodna Slovenija,2014,Moški, Srednješolska - Skupaj,665,1258,52.86
Mirna,Jugovzhodna Slovenija,2014,Moški," Višješolska, visokošolska - Skupaj",171,1258,13.59
Mirna,Jugovzhodna Slovenija,2014,Moški, Visokošolska 1. stopnje ipd.,103,1258,8.19
Mirna,Jugovzhodna Slovenija,2014,Moški, Visokošolska 2. stopnje ipd.,62,1258,4.93
Mirna,Jugovzhodna Slovenija,2014,Moški, Visokošolska 3. stopnje ipd.,6,1258,0.48
Mirna,Jugovzhodna Slovenija,2014,Ženske, Osnovnošolska ali manj - Skupaj,343,1297,26.45
Mirna,Jugovzhodna Slovenija,2014,Ženske, Srednješolska - Skupaj,533,1297,41.09
Mirna,Jugovzhodna Slovenija,2014,Ženske," Višješolska, visokošolska - Skupaj",234,1297,18.04
Mirna,Jugovzhodna Slovenija,2014,Ženske, Visokošolska 1. stopnje ipd.,127,1297,9.79
Mirna,Jugovzhodna Slovenija,2014,Ženske, Visokošolska 2. stopnje ipd.,103,1297,7.94
Mirna,Jugovzhodna Slovenija,2014,Ženske, Visokošolska 3. stopnje ipd.,4,1297,0.31
Mirna,Jugovzhodna Slovenija,2015,Moški, Osnovnošolska ali manj - Skupaj,227,1248,18.19
Mirna,Jugovzhodna Slovenija,2015,Moški, Srednješolska - Skupaj,665,1248,53.29
Mirna,Jugovzhodna Slovenija,2015,Moški," Višješolska, visokošolska - Skupaj",177,1248,14.18
Mirna,Jugovzhodna Slovenija,2015,Moški, Visokošolska 1. stopnje ipd.,111,1248,8.89
Mirna,Jugovzhodna Slovenija,2015,Moški, Visokošolska 2. stopnje ipd.,60,1248,4.81
Mirna,Jugovzhodna Slovenija,2015,Moški, Visokošolska 3. stopnje ipd.,6,1248,0.48
Mirna,Jugovzhodna Slovenija,2015,Ženske, Osnovnošolska ali manj - Skupaj,323,1273,25.37
Mirna,Jugovzhodna Slovenija,2015,Ženske, Srednješolska - Skupaj,509,1273,39.98
Mirna,Jugovzhodna Slovenija,2015,Ženske," Višješolska, visokošolska - Skupaj",251,1273,19.72
Mirna,Jugovzhodna Slovenija,2015,Ženske, Visokošolska 1. stopnje ipd.,137,1273,10.76
Mirna,Jugovzhodna Slovenija,2015,Ženske, Visokošolska 2. stopnje ipd.,108,1273,8.48
Mirna,Jugovzhodna Slovenija,2015,Ženske, Visokošolska 3. stopnje ipd.,6,1273,0.47
Mirna,Jugovzhodna Slovenija,2016,Moški, Osnovnošolska ali manj - Skupaj,215,1248,17.23
Mirna,Jugovzhodna Slovenija,2016,Moški, Srednješolska - Skupaj,661,1248,52.96
Mirna,Jugovzhodna Slovenija,2016,Moški," Višješolska, visokošolska - Skupaj",188,1248,15.06
Mirna,Jugovzhodna Slovenija,2016,Moški, Visokošolska 1. stopnje ipd.,116,1248,9.29
Mirna,Jugovzhodna Slovenija,2016,Moški, Visokošolska 2. stopnje ipd.,66,1248,5.29
Mirna,Jugovzhodna Slovenija,2016,Moški, Visokošolska 3. stopnje ipd.,6,1248,0.48
Mirna,Jugovzhodna Slovenija,2016,Ženske, Osnovnošolska ali manj - Skupaj,311,1272,24.45
Mirna,Jugovzhodna Slovenija,2016,Ženske, Srednješolska - Skupaj,494,1272,38.84
Mirna,Jugovzhodna Slovenija,2016,Ženske," Višješolska, visokošolska - Skupaj",262,1272,20.6
Mirna,Jugovzhodna Slovenija,2016,Ženske, Visokošolska 1. stopnje ipd.,142,1272,11.16
Mirna,Jugovzhodna Slovenija,2016,Ženske, Visokošolska 2. stopnje ipd.,114,1272,8.96
Mirna,Jugovzhodna Slovenija,2016,Ženske, Visokošolska 3. stopnje ipd.,6,1272,0.47
Mirna,Jugovzhodna Slovenija,2017,Moški, Osnovnošolska ali manj - Skupaj,210,1267,16.57
Mirna,Jugovzhodna Slovenija,2017,Moški, Srednješolska - Skupaj,664,1267,52.41
Mirna,Jugovzhodna Slovenija,2017,Moški," Višješolska, visokošolska - Skupaj",192,1267,15.15
Mirna,Jugovzhodna Slovenija,2017,Moški, Visokošolska 1. stopnje ipd.,117,1267,9.23
Mirna,Jugovzhodna Slovenija,2017,Moški, Visokošolska 2. stopnje ipd.,67,1267,5.29
Mirna,Jugovzhodna Slovenija,2017,Moški, Visokošolska 3. stopnje ipd.,8,1267,0.63
Mirna,Jugovzhodna Slovenija,2017,Ženske, Osnovnošolska ali manj - Skupaj,302,1298,23.27
Mirna,Jugovzhodna Slovenija,2017,Ženske, Srednješolska - Skupaj,498,1298,38.37
Mirna,Jugovzhodna Slovenija,2017,Ženske," Višješolska, visokošolska - Skupaj",287,1298,22.11
Mirna,Jugovzhodna Slovenija,2017,Ženske, Visokošolska 1. stopnje ipd.,160,1298,12.33
Mirna,Jugovzhodna Slovenija,2017,Ženske, Visokošolska 2. stopnje ipd.,119,1298,9.17
Mirna,Jugovzhodna Slovenija,2017,Ženske, Visokošolska 3. stopnje ipd.,8,1298,0.62
Mirna,Jugovzhodna Slovenija,2018,Moški, Osnovnošolska ali manj - Skupaj,211,1291,16.34
Mirna,Jugovzhodna Slovenija,2018,Moški, Srednješolska - Skupaj,679,1291,52.59
Mirna,Jugovzhodna Slovenija,2018,Moški," Višješolska, visokošolska - Skupaj",204,1291,15.8
Mirna,Jugovzhodna Slovenija,2018,Moški, Visokošolska 1. stopnje ipd.,124,1291,9.6
Mirna,Jugovzhodna Slovenija,2018,Moški, Visokošolska 2. stopnje ipd.,71,1291,5.5
Mirna,Jugovzhodna Slovenija,2018,Moški, Visokošolska 3. stopnje ipd.,9,1291,0.7
Mirna,Jugovzhodna Slovenija,2018,Ženske, Osnovnošolska ali manj - Skupaj,295,1290,22.87
Mirna,Jugovzhodna Slovenija,2018,Ženske, Srednješolska - Skupaj,490,1290,37.98
Mirna,Jugovzhodna Slovenija,2018,Ženske," Višješolska, visokošolska - Skupaj",298,1290,23.1
Mirna,Jugovzhodna Slovenija,2018,Ženske, Visokošolska 1. stopnje ipd.,160,1290,12.4
Mirna,Jugovzhodna Slovenija,2018,Ženske, Visokošolska 2. stopnje ipd.,129,1290,10
Mirna,Jugovzhodna Slovenija,2018,Ženske, Visokošolska 3. stopnje ipd.,9,1290,0.7
Mirna,Jugovzhodna Slovenija,2019,Moški, Osnovnošolska ali manj - Skupaj,199,1319,15.09
Mirna,Jugovzhodna Slovenija,2019,Moški, Srednješolska - Skupaj,712,1319,53.98
Mirna,Jugovzhodna Slovenija,2019,Moški," Višješolska, visokošolska - Skupaj",205,1319,15.54
Mirna,Jugovzhodna Slovenija,2019,Moški, Visokošolska 1. stopnje ipd.,126,1319,9.55
Mirna,Jugovzhodna Slovenija,2019,Moški, Visokošolska 2. stopnje ipd.,70,1319,5.31
Mirna,Jugovzhodna Slovenija,2019,Moški, Visokošolska 3. stopnje ipd.,9,1319,0.68
Mirna,Jugovzhodna Slovenija,2019,Ženske, Osnovnošolska ali manj - Skupaj,293,1300,22.54
Mirna,Jugovzhodna Slovenija,2019,Ženske, Srednješolska - Skupaj,493,1300,37.92
Mirna,Jugovzhodna Slovenija,2019,Ženske," Višješolska, visokošolska - Skupaj",305,1300,23.46
Mirna,Jugovzhodna Slovenija,2019,Ženske, Visokošolska 1. stopnje ipd.,167,1300,12.85
Mirna,Jugovzhodna Slovenija,2019,Ženske, Visokošolska 2. stopnje ipd.,128,1300,9.85
Mirna,Jugovzhodna Slovenija,2019,Ženske, Visokošolska 3. stopnje ipd.,10,1300,0.77
Mirna,Jugovzhodna Slovenija,2020,Moški, Osnovnošolska ali manj - Skupaj,185,1351,13.69
Mirna,Jugovzhodna Slovenija,2020,Moški, Srednješolska - Skupaj,721,1351,53.37
Mirna,Jugovzhodna Slovenija,2020,Moški," Višješolska, visokošolska - Skupaj",208,1351,15.4
Mirna,Jugovzhodna Slovenija,2020,Moški, Visokošolska 1. stopnje ipd.,129,1351,9.55
Mirna,Jugovzhodna Slovenija,2020,Moški, Visokošolska 2. stopnje ipd.,68,1351,5.03
